lat,lon,city,country,name
35.03161098,135.7316655,Kyoto,Japan,N/A
34.98602478,135.7587667,Kyoto,Japan,N/A
35.01072418,135.6779612,Kyoto,Japan,N/A
34.96726327,135.7726824,Kyoto,Japan,N/A
35.03926530,135.729180,Kyoto,Japan,N/A
35.02745164,135.731999,Kyoto,Japan,N/A
35.12349885,135.762762,Kyoto,Japan,N/A
